country,year,iso_code,population,gdp,primary_energy_consumption,energy_per_capita,fossil_fuel_consumption,fossil_share_energy,coal_consumption,oil_consumption,gas_consumption,coal_share_energy,oil_share_energy,gas_share_energy,renewables_consumption,renewables_share_energy,solar_consumption,wind_consumption,hydro_consumption,solar_share_energy,wind_share_energy,hydro_share_energy,nuclear_consumption,nuclear_share_energy,electricity_generation,electricity_per_capita,co2_emissions,co2_per_capita,development_status,gdp_per_capita
United States,2012,UNI,1430394495.9486785,39309703718066.17,38258938152.30771,26747123.440889142,32626089221.66874,85.2770379872678,18804865282.480236,12311359149.215479,12637585082.16124,49.15156089178068,32.17904035967835,33.031719364116654,16138926651.740301,42.18341499048329,6693827908.585014,6451309224.151488,4353420133.643036,17.49611523962605,16.862227588410885,11.378831572147135,1304883643.066511,3.410663510502585,12529962505.038015,8759794.966022843,119041914.27957432,83223.13502795067,Developing,27481.721881203724
United States,2013,UNI,1473169243.120044,38617699330187.26,289805194744.01843,196722268.06082124,219277797507.81662,75.66386023601204,144479137369.66968,105271676934.55347,71620578131.53758,49.853881155334854,36.32497927704116,24.713352082870426,132462321652.9874,45.7073662085284,59049331700.413216,46316633554.91462,31425507840.95285,20.37552561905276,15.981988727229531,10.84366616295841,10120274877.709803,3.492095746126609,106592077346.98405,72355622.30530372,878201884.6401724,596131.0207510289,Developing,26214.02768930903
United States,2014,UNI,1833679411.5253854,48177736245887.984,76748157919.24274,41854730.67802956,68162055001.28631,88.81262671217328,23215220054.74584,29493745316.264706,13701412591.561178,30.248569717039665,38.42925500218406,17.852431853775975,31081254414.32314,40.4977204104729,15880620703.73292,14537049876.303585,6330593243.327879,20.691859106824555,18.941236207388858,8.248527932082963,4211430752.1931233,5.487337893665861,25492791720.747997,13902534.739996493,186765014.905512,101852.5996047191,Developing,26273.805520786376
United States,2015,UNI,1852842010.4461596,43101449224502.22,330740290157.7233,178504312.9921703,287476588319.4603,86.91913167953278,183895716003.79123,124052638638.51718,90170401343.78784,55.60124408069398,37.507567819862224,27.263204401492004,147748051157.70557,44.67192403055809,64480359992.40382,68720925018.7883,67942408152.40369,19.495768103019575,20.777911571044665,20.542525411706972,12161843139.945728,3.6771580305943354,105418491025.70113,56895563.91282203,1083762048.1359205,584918.7583322085,Developing,23262.34453963158
United States,2016,UNI,1601501236.4075704,44259484432820.02,260652532595.07632,162755124.17321804,217247322698.91693,83.3474820044855,82140603359.62007,96564354373.42134,55648873345.40857,31.513449166145445,37.04715753651781,21.349830286076322,152442541165.69513,58.48496450349654,63420325039.994156,54909942492.33106,60520767759.065186,24.331367283707777,21.06633760494998,23.2189448368354,16824398864.81618,6.4547229590716775,79463363425.09395,49618046.87915401,655992378.1064314,409610.90956003865,Developing,27636.24743250358
United States,2017,UNI,1561201183.2940488,40545222530306.984,43812796049.1157,28063517.064900696,39004143616.030106,89.02454792500592,25009604407.561245,13998188459.581642,10804910145.725317,57.08287683699665,31.950000278204516,24.661539824147788,27959970798.984234,63.81690583645955,11094599958.561361,10581428122.230108,16369108728.09019,25.322738923404753,24.151455913400167,37.36147930330637,1388523917.5388787,3.1692200515627764,20601974294.552956,13196232.820605427,134331039.21472502,86043.38803490649,Developing,25970.53023285493
United States,2018,UNI,1570576491.933531,44260020306583.93,284190030582.8724,180946316.2364076,246750923261.01764,86.82603072139185,87851621015.79439,99604941033.16817,92648707760.71918,30.912984820618494,35.04871048040599,32.60097040374609,168563207646.08783,59.31355413853382,68806112595.26768,66868725111.07649,100467302615.59102,24.21130412426737,23.529581588041303,35.35215588299599,19808492475.018867,6.97015740995268,127360820401.74161,81091765.38415405,781140433.45468,497359.0509386912,Developing,28180.747982605786
United States,2019,UNI,2033685723.7291465,50106749979307.875,424252237270.569,208612487.32799405,350362779413.96985,82.58360207315165,175393890995.39203,161047417363.30533,115617189744.01936,41.341889467405146,37.960298901287004,27.25199293888082,283300348832.83905,66.77639478237161,128312766389.9332,110972132244.65117,114605461754.69754,30.244452501991425,26.15711185369145,27.01351971459548,33761682041.178425,7.957926694361012,186837874814.4538,91871557.45571706,1249699852.6993136,614499.9879370512,Developing,24638.393924223303
United States,2020,UNI,2278787355.2980285,58108410463011.336,107068717904.14034,46984953.49081726,86380874765.24539,80.67797621578231,35814936035.641594,36121601207.244286,17803102607.107822,33.45042019435318,33.736839213470645,16.627734930988073,69382162921.42812,64.80152586075295,27945279827.27008,26826348666.675816,28936375965.77359,26.100321713284885,25.055262817935027,27.02598530383133,8807478737.705664,8.226005606596583,32920379908.326145,14446446.629514799,249413721.17861864,109450.19534128465,Developing,25499.707257859387
United States,2021,UNI,1782459188.2846231,50353170896938.4,363649801574.27374,204015779.9765602,304382830397.7224,83.70218520126255,156008939799.97745,124226858824.93694,99681109599.17758,42.90087307200506,34.161123775442015,27.4112921738576,218968599694.37643,60.214139742807795,98913139774.4548,88331895720.26242,48320389584.509384,27.20010827621812,24.290373688605204,13.287616100799706,35486841506.23932,9.758520794625348,161903534358.89124,90831551.94969799,1042979291.0122352,585135.0190048179,Developing,28249.270012962563
United States,2022,UNI,1966811183.3309135,60095926990260.336,175783251504.41467,89374746.79532538,152680324653.54376,86.85715126262146,96859183877.548,67056410943.43876,43023878594.94743,55.1014860907357,38.14721275749908,24.47552780298123,118370584868.34349,67.33894375902513,48037799838.01809,44168624681.384834,69253819320.87256,27.32785941032138,25.12675371707729,39.39727973408962,2749901201.645837,1.5643704267108605,58827423261.18441,29910051.234077595,563942585.5916038,286729.3974994249,Developing,30555.00573699416
China,2000,CHI,768962407.922098,12012616260075.844,73457449544.81444,95528011.2370022,55212327920.55558,75.16232630275573,19127154652.275726,17071680967.470062,11492211982.000412,26.038413763068043,23.24023100891229,15.644719566514922,3639537332.393646,4.954619790023149,1307442254.0678747,2783472121.1085134,748861722.1632812,1.779863393256308,3.7892305523218455,1.0194496634496146,5168891170.222022,7.036578593800237,34605225400.95754,45002493.02754384,131667092.25653908,171226.9558304312,Developing,15621.851128635168
China,2001,CHI,781922766.1964242,10286080785162.68,83399728982.56306,106659803.99605413,55249095071.75139,66.24613262628549,30610068320.026264,17075329630.130863,15189220606.465334,36.70283907808155,20.474082875857924,18.21255391566206,5056165303.234766,6.06256802620053,2946424529.8346534,2609483535.3341327,2256769019.7530913,3.532894609826229,3.128887308350504,2.7059668505936383,4196142760.688009,5.031362585800878,35459228165.09233,45348760.386629716,169634010.33715546,216944.71330246734,Developing,13154.855223359422
China,2002,CHI,810118889.8921982,9889870447656.896,27215342571.4772,33594257.4738613,20174379428.20177,74.12869918949816,10696247594.700712,7618531303.2420225,6630464005.7499485,39.302270646083365,27.993516095684047,24.36296360531191,4911130170.651238,18.045446820126767,778312335.5061944,1415634668.7062926,2829263276.5385704,2.8598292799808362,5.20160517909459,10.395839292148962,1484914783.3982673,5.45616789315935,10658904651.262411,13157210.360421028,68117068.80020045,84082.80519080936,Developing,12207.924751603969
China,2003,CHI,836689629.5566398,11991306975505.713,159345841702.7366,190447970.2792225,115023450505.91139,72.18478328445515,38852297240.62992,50219394311.22512,24642362897.73185,24.382372847300143,31.51597416951148,15.464704089174008,18661652137.457985,11.711414579786608,7071315267.68036,6235172376.232663,3868350176.139049,4.437715595284917,3.912980915978042,2.4276442577996775,13462736756.028908,8.448753109694545,57969240569.18504,69284043.35536323,319980149.37144613,382435.89745579014,Developing,14331.846065619198
China,2004,CHI,786275465.0598453,10456720892019.307,34219291518.13116,43520741.82491075,26651481027.6973,77.88437412146875,16561027017.216536,9498772120.316967,6276101532.46117,48.39675598906436,27.75852946950706,18.340828386630285,8325165517.7557335,24.32886581928392,2942605741.1900887,3056745873.2274227,4112868346.3418765,8.599259688444874,8.93281461308981,12.019151080795067,2760931314.9941854,8.06834739267264,15402888456.28098,19589684.710699484,87258096.77493069,110976.49698161351,Developing,13299.055301469212
China,2005,CHI,890411462.9062974,10727393569356.219,151945754472.05783,170646673.81539297,103995631064.65858,68.44260402404527,62433613536.66589,46892521790.55313,22944012576.416096,41.089409673599775,30.861357037242172,15.100134028842117,30098515049.61086,19.80872394506149,17431169008.374454,15154890165.455284,11184536285.578238,11.471968446199641,9.973881941033241,7.360874493953054,7677095293.038683,5.052523724478572,73011542812.89246,81997532.43807445,361896822.9841181,406437.7403710517,Developing,12047.681343119813
China,2006,CHI,895218958.820084,13896644351306.229,87216299807.48065,97424545.07714339,64455646658.84065,73.90321167157818,43831437378.54411,31591093672.527344,20283391311.3014,50.25601576230208,36.2215477408017,23.256422659611236,13787097550.778263,15.807936797607328,9463042315.0949,5912923328.861707,4518382818.456816,10.850084601139251,6.7796081029736,5.1806632801788135,3911175909.2183294,4.484455219783198,37186190687.468994,41538654.11483367,261363349.63061675,291954.6632201565,Developing,15523.179233851657
China,2007,CHI,837839184.9795201,13815983855286.98,142653573312.43027,170263668.57730252,100400061385.28574,70.38033401756874,32431579631.158524,41154565119.24383,28945950165.329754,22.734502107514025,28.849305463319773,20.291079636634322,48532593390.567566,34.02129527051856,19249024479.103104,11997987157.060461,19304718522.981876,13.493545259427314,8.410575969788907,13.532586723714225,5005928046.953035,3.509150125520787,68122906736.70151,81307854.72675963,287722665.7876785,343410.37151981797,Developing,16490.018732681612
China,2008,CHI,819099428.4846776,12910861734932.99,119261388131.9686,145600624.27659178,88794998558.31107,74.4541045087074,55829324679.42156,39180655075.929214,19203672683.625782,46.81257325098687,32.85275787044663,16.102171024855064,27204355729.104145,22.810698546457623,11383277014.072704,15021871958.407259,6232659429.441066,9.544813449158037,12.59575474820469,5.226049710694563,11766800571.799059,9.866395785011756,37801989149.13919,46150672.109578125,311336129.0933481,380095.6492782757,Developing,15762.264367364904
China,2009,CHI,874221932.0157338,14871061167527.113,186982845673.07434,213884871.5931198,141723478712.54712,75.79490952894157,86573029372.14963,58344842173.849785,40369139521.891,46.29998493204888,31.20331277654284,21.589755668000393,80602315575.34692,43.10679692845947,29991334543.62762,22640949980.917892,18812603562.31488,16.039618199021984,12.108570654927307,10.06113876093603,2079202167.3285513,1.1119748230615134,89989398124.57895,102936559.73270567,504308117.6134291,576865.0947141337,Developing,17010.62467426117
China,2010,CHI,912982113.426116,14417845037994.324,31264024228.39704,34243851.844012186,24275769446.59453,77.6476158963084,12947421091.515642,11954226624.900414,6675208241.484651,41.413162288159725,38.2363656628772,21.351084533198303,8866997693.797617,28.361664605363707,3730516248.854646,4561645408.253126,4419470828.325935,11.932297076031007,14.590717352725802,14.135962779582739,2715590418.8479834,8.685991281894603,11165709186.091503,12229932.023739586,87345395.57398695,95670.43460053006,Developing,15792.034505351898
China,2011,CHI,863434859.8499553,13986384871128.34,197332608628.2029,228543712.79669514,167569960421.10168,84.91752153179232,92458310078.89899,73588304181.56764,48747477730.800575,46.854045421910456,37.2915073150512,24.703204437258705,59317724741.99964,30.059768202710472,29191765433.840816,33290839791.982273,24275134521.84725,14.793178703090792,16.870419959179685,12.30163361777899,11530426743.057882,5.843143119231002,83967317190.19984,97248004.56260405,589607832.3225752,682863.1315916931,Developing,16198.540876099032
China,2012,CHI,1065206752.48743,20477183515395.06,86677446623.5931,81371476.87168452,66626872512.12104,76.86759948231516,22059748052.373135,32972237479.00559,26467002010.929504,25.450389820745595,38.04015780736062,30.535050398825824,30289252333.13633,34.94479073047795,14125310620.436062,13351035256.510942,13129253365.678587,16.296408316891092,15.403124776493899,15.14725442097285,4646746417.88947,5.360963663441204,38106208927.39447,35773533.01451602,230031393.87566674,215949.9959407,Developing,19223.67039786175
China,2013,CHI,906501542.1970794,15801092401750.064,52582041056.593834,58005462.32844925,45573276122.911804,86.67080091824786,24854118877.822258,17484123912.745018,17616153768.501797,47.2673148063459,33.25113206223191,33.502225121960564,27342367864.806717,51.9994418538798,11483896177.567085,10264922421.53735,13405629478.969831,21.839958941888575,19.521726839186893,25.49469212224266,237768996.8048224,0.4521867010618941,24882493716.046913,27448925.961824007,163666380.87285662,180547.2724030672,Developing,17430.849994422628
China,2014,CHI,832178685.0604382,15401453197900.805,195940035613.08704,235454282.993149,157499332944.44437,80.3813944667492,100303067344.84048,73657042239.37016,46263638593.555214,51.19069567941894,37.59162440126174,23.611120845619165,77176403930.81569,39.38776661407374,36691261248.57259,34602149972.97536,45377082923.78461,18.72576022239017,17.659560928784604,23.15865809751533,5357139141.097243,2.7340707193070624,75037960296.13515,90170490.59684268,601978112.1608069,723376.0284512542,Developing,18507.38726477025
China,2015,CHI,846301859.2040249,14907270863629.246,203830006381.83337,240847877.34431103,173557388034.9251,85.14810508802184,111052249161.14198,60653034505.266785,50350530270.759766,54.482777650072066,29.756675958517054,24.702216893639527,120077675745.53021,58.9106961614815,47353183710.25781,42580886575.00215,69393644336.43059,23.231703982558592,20.890391621357097,34.044861975049905,19446422697.474007,9.540510272587225,66414314797.47063,78475917.39894734,598267459.9061433,706919.7041216874,Developing,17614.602522142668
China,2016,CHI,1058179611.0932454,19566030496060.94,169205355164.5894,159902301.45313132,133540663410.02917,78.92224408626521,81316563181.46638,53954794827.04456,49468309261.6642,48.05791347582832,31.887167385784963,29.235664092040942,82470257632.987,48.73974440866044,33948830689.183495,36446299083.890236,33658015583.382595,20.063685724462324,21.53968415978218,19.891814624095545,9491370869.894936,5.609379715353863,69438725083.89734,65620925.177491896,502781537.07391554,475138.1824059839,Developing,18490.273570709356
China,2017,CHI,1207817178.9651906,19990739652869.28,37464396900.34558,31018267.957112167,31510957037.164852,84.1090732649007,11172165394.473246,9544950378.145567,8511661308.096808,29.820753352018304,25.477389649524884,22.719333586865492,22208057449.026646,59.277765789476234,9846904534.001915,8556336504.372663,6333419623.154801,26.283365938585508,22.838580658677937,16.905169032886207,1469518658.7413425,3.9224404509973234,15659501141.874825,12965125.363833008,80510302.54305,66657.68954538964,Developing,16551.130420248322
China,2018,CHI,1022129978.4697062,18205977185191.51,143237399963.22906,140136189.11528122,128843971595.16875,89.95134764261617,87589194783.97949,42443097758.39533,49645840250.38224,61.14966817776977,29.631295855196367,34.65983064697278,89446902762.001,62.44661155882696,37998258755.75949,33753863158.00503,48743685673.09966,26.528168457060897,23.564978955684822,34.029998928780344,3699025473.503733,2.5824438829895837,57069111649.01981,55833517.117325425,482187670.0047268,471747.89915333444,Developing,17811.802381971815
China,2019,CHI,1048986726.7405087,19347391238975.855,104572319976.67537,99688887.67697798,93370871779.04634,89.28832390815515,32793562178.180534,30847918917.47954,21266657183.188393,31.359696510027767,29.499124552615935,20.336793893385817,64876770859.30351,62.04009901833882,27206337568.1149,22974774751.492283,16319874246.583881,26.016767701226495,21.970225731452413,15.606304087184824,1901962238.3172095,1.8188008439914483,44775247768.70899,42684284.39303331,235014672.3150255,224039.70071697756,Developing,18443.885652484412
China,2020,CHI,1008310587.5961053,18819095391752.734,179868446744.97446,178385954.64299893,167201264955.56125,92.95752978432438,68792642322.88524,56079654862.96208,36406488160.90087,38.24608683057264,31.178150408155986,20.240619641598183,99677715090.79501,55.417009984037136,41600422393.27955,40238634762.74141,26671167452.46008,23.128249087658208,22.371147074947253,14.82815242757706,8287956129.910928,4.607787680327258,58300251374.81074,57819735.39899376,443246949.68219024,439593.6679976029,Developing,18663.986695427837
China,2021,CHI,950787941.7428653,18171188333890.17,176452034494.55692,185585057.13809028,137062464454.75827,77.6768966407051,89012674982.45619,66362147469.4794,29086792031.266937,50.44581958912012,37.60917104728906,16.484248603075297,97675704772.54161,55.355385984826746,46123161473.19694,44609996968.29642,22729489381.359047,26.139206388475912,25.28165634138524,12.881398305475583,14225585603.16012,8.062012797930613,62706735212.69551,65952387.97175885,504440116.0723881,530549.5515095739,Developing,19111.715174448917
China,2022,CHI,1287553178.3738253,24008845896531.418,145094975464.523,112690472.05318339,126408061243.15245,87.12090879677659,75716959222.98112,38849828884.46368,31663625192.765144,52.18441161078978,26.77544743371406,21.8226889603818,97007792426.62874,66.85813351982543,43288400015.952126,38950119640.22595,37349347178.427376,29.834527265581652,26.84456819784886,25.741309827478908,12989001414.989742,8.952068376871994,64229180771.66626,49884681.93040963,392686971.5857791,304986.9925230904,Developing,18646.877115285053
India,2000,IND,745005668.0229154,17682453380660.64,65494304554.738976,87911149.35883208,42883896107.35389,65.47729058106464,14919515559.618961,20503024709.80897,13667890643.135002,22.77986713661414,31.30504988059368,20.868823229830042,262909828.0065622,0.4014239555545274,1054717548.0720443,692432008.3862137,87022874.61479247,1.6103958279158916,1.0572400349827231,0.13287090412886252,5168622144.71896,7.891712386073384,28543758189.197445,38313477.889297724,138276454.7587974,185604.56744678647,Developing,23734.656177296027
India,2001,IND,758014252.9476287,20174444180422.914,96528989025.46782,127344556.71526405,64290883920.804115,66.60266990244959,28624417884.826694,27592583253.220432,20197345130.157303,29.653701104519538,28.584763532476774,20.923605783158585,14767493070.227194,15.29850588855851,3399687375.838991,1712680212.2558033,4629762102.997482,3.521934094784761,1.774265150341455,4.796240124068827,9522731962.41942,9.865152487929798,35833428096.87999,47272762.956022836,211730427.63685754,279322.4887441345,Developing,26614.861266753473
India,2002,IND,775323328.4698596,20211555563741.17,37843918556.068794,48810499.009175576,26727538057.149887,70.62571498126152,9871801163.68315,12811927820.15276,5774397709.557824,26.08556814500403,33.854654351321635,15.25845612684794,2156568765.9625354,5.698587377433989,1166668146.54061,1213110421.2647598,677244687.6452953,3.0828418172713743,3.2055623929838015,1.789573367361266,1553102409.6265807,4.103968269896615,15323088828.546076,19763482.234936718,80126925.15087843,103346.46489873203,Developing,26068.55078594077
India,2003,IND,813043690.7524451,21929316737977.62,164610197676.48602,202461687.54368502,112246795710.44759,68.18945441706474,63695262277.14766,54537934071.094124,34948329284.34799,38.69460287164597,33.13156465450541,21.23096246627024,30418798650.075127,18.479291732495344,13458973297.05563,7734383051.485267,8163037775.061236,8.17626944565549,4.698605044315609,4.959010978836396,4608741395.270277,2.7997909366028417,68201714864.551414,83884440.20939758,422044932.56660074,519092.5621426471,Developing,26971.8798477887
India,2004,IND,819902040.0362629,21906058015463.652,83504137008.0678,101846480.34827983,57305657633.74914,68.62613001821997,23807762756.77502,23853344994.22344,13230302909.333696,28.51087815502461,28.56546495644741,15.84388915731857,9779230604.345417,11.711073193176754,4923803017.122063,4275110088.605505,4344403803.5378475,5.896477939346103,5.1196386691505635,5.202621042737213,4447342094.483671,5.3258943255158595,33086678899.492413,40354429.29014915,169136155.60386702,206288.24828437605,Developing,26717.896706897795
India,2005,IND,768754056.8963376,20403315897688.29,25790864339.491173,33548914.777263973,18730016059.463703,72.62267682430542,10724827590.56808,8466820822.756222,5977267847.337473,41.58382382767273,32.82875948361203,23.175911317501033,5608942157.458334,21.747786672158472,2174157237.3999476,2509758117.5421453,1693094312.8945742,8.429951043055432,9.731190411091356,6.564705589576131,1062173314.6224234,4.118409141472686,10169730802.773642,13228848.30531044,69062054.94103491,89836.34534542373,Developing,26540.75866612248
India,2006,IND,808485161.1597942,24083491744149.984,46024945501.5635,56927384.33880401,34933630936.74948,75.90151505027369,12433191929.110903,16036404234.739697,8395441064.412653,27.014028574327238,34.84285328310694,18.241066823484786,1688297994.0403688,3.668223776567028,2380821072.2990637,1997323883.927096,906162732.8586531,5.172892757077106,4.339655076526371,1.9688512891946175,756032439.7544793,1.6426579793099294,15313934820.749256,18941516.25341026,103690460.73501323,128252.76914948745,Developing,29788.41529954805
India,2007,IND,887783617.4514617,27242057705154.457,82265526251.50851,92663938.18762517,71357644263.50217,86.74064035686355,32166439879.855198,28010441189.795692,18572651879.39951,39.10075258196669,34.048820284890674,22.5764700302503,16676888583.114017,20.272025650365556,8284990597.593252,9902747810.338078,6264739293.8954,10.0710357972594,12.03754265190334,7.615266782275672,4135655744.8321447,5.027203900924792,36980153693.60523,41654467.33491573,217150466.92545465,244598.41638982153,Developing,30685.47016372926
India,2008,IND,811894725.2877647,24280757478156.91,106110365822.23138,130694734.81875627,86361372094.22614,81.3882521514523,47592303123.40503,31692993309.03707,19677819876.76861,44.85170016578519,29.8679521679653,18.544672543807092,22545453483.450363,21.247173458266243,12330087498.70866,9638386086.553476,12984667266.762062,11.620059362876459,9.083359586848319,12.236945152479741,6579614696.797377,6.200727559285135,48683970407.77694,59963402.7558457,269120307.1432206,331471.9245747467,Developing,29906.28799756143
India,2009,IND,877367362.5868084,27707932482608.66,46594050032.23024,53106659.78599145,37006355600.59901,79.42292111331986,19537722812.764202,16745070131.236776,13890451306.597986,41.93179772792767,35.93821554394564,29.81164182334359,4539140634.631661,9.741888999758181,2394562024.5017185,3548829792.72384,968711501.7612565,5.139201298975602,7.616487062766658,2.0790455027866757,3826570394.3222322,8.212573046720129,17166009832.625433,19565361.74540798,138227001.2134297,157547.46199571932,Developing,31580.764984139907
India,2010,IND,804925539.012987,28190137809307.4,42976746208.14443,53392201.0486128,33035245498.947636,76.8677212996809,19080476540.317684,13496380694.537798,8270697845.268559,44.397210640161916,31.40391464065776,19.244588236652493,3645370108.6883154,8.48219195337196,3010151309.9757905,3005389418.061924,1663962188.2081962,7.004139623314115,6.993059464079156,3.871773307707651,780447898.6953357,1.815977168014257,15864401658.041388,19709154.311956085,111432771.4898514,138438.6084040669,Developing,35022.0442053244
India,2011,IND,1006333334.9407637,27866333240187.02,119386557820.2774,118635201.35433546,104439625290.98694,87.4802215574459,56875908079.84868,31710171749.735973,39104783909.68498,47.640127262458435,26.56092304585241,32.75476286748521,27736538450.762936,23.23254724582735,12010020188.052103,14594013467.107418,11159948007.626448,10.059775913911341,12.224168058414927,9.347742502490485,6746930549.8730545,5.65133183589209,58072445991.49671,57706968.43200077,345064894.3165358,342893.23660022405,Developing,27690.957133828157
